"","Nazwa_Oferty","ID_Oferta","Marka","Model","Cena_Brutto","Rodzaj_Napedu","Typ_Skrzynia","Pojemnosc_Silnika","Typ_Paliwa","Zuzycie_Paliwa_na_100km","Emisja_CO2","Klasa_Emisji","Przebieg_Km","Pierwsza_Rejestracja","Poprzedni_wlasciciel","Kraj","Typ_Sprzedawcy","Moc_Silnika","Liczba_Zdjec","Wyposazenie","Liczba_elementow_wyposazenia"
"37","BMW 540 i Touring xDrive 250 kW","48260224","BMW","540",182399,"4x4","Automat","2998","Benzyna","7.3","167","Euro 6d-TEMP","82277","1/2018","2","Niemcy","Dealer","250",9,"ABS,ESP,System ochrony pieszych,Alarm,System start-stop,Czujnik martwego pola,Zap³on bezkluczykowy,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania 360°,Czujniki parkowania przód/ty³,Bluetooth,Radio,Zintegrowany streaming muzyki,Head-up display,USB,Kontrola g³osowa,Wifi hotspot,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Dach panoramiczny,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Sta³y hak holowniczy,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Dzielone siedzenia tylne ,Klimatyzacja automatyczna,£opatki przy kierownicy",45
"38","Mercedes-Benz GLC 43 AMG 270 kW","48289047","Mercedes-Benz","GLC 43 AMG",197649,"4x4","Automat","2996","Benzyna","8.7","199","Euro 6","138990","8/2017","1","Niemcy","Dealer","270",13,"ABS,ESP,System ochrony pieszych,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Bluetooth,USB,Odtwarzacz DVD,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzacja automatyczna,Ogrzewanie postojowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,£opatki przy kierownicy,Tempomat",39
"39","Opel Astra 1.5 D 90 kW","48292221","Opel","Astra",102999,"4x2","Manual","1496","Diesel","3.5","92","Euro 6d","17464","11/2020","1","Niemcy","Dealer","90",20,"ABS,ESP,Funkcja Auto Hold,System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujniki parkowania przód/ty³,Radio,USB,Komputer pok³adowy,Pod³okietnik z przodu,Skórzana kierownica,Klimatyzacja automatyczna,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Podgrzewane lusterka,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Demontowany hak holowniczy,Tempomat",23
"40","Mazda CX-5 194 Automatic AWD Sports-Line 143 kW","48312763","Mazda","CX-5",131449,"4x4","Automat","2488","Benzyna","7.4","169","Euro 6d-TEMP","43961","10/2018","1","Niemcy","Dealer","143",13,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Podgrzewana kierownica,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",34
"41","Mazda CX-5 194 Automatic AWD Sports-Line 143 kW","48314017","Mazda","CX-5",132949,"4x4","Automat","2488","Benzyna","7.1","162","Euro 6","29400","1/2018","1","Niemcy","Dealer","143",11,"ABS,ESP,Funkcja Auto Hold,System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek",30
"42","MINI John Cooper Works Clubman All4 170 kW","48287365","MINI","John Cooper Works Clubman",157349,"4x4","Automat","1998","Benzyna","6.8","154","Euro 6","34750","10/2018","1","Niemcy","Dealer","170",15,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Atermiczna szyba przednia,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Sportowe przednie siedzenia,Regulowana kierownica,Tempomat",36
"43","Kia Sportage 1.6 2WD MH SPIRIT 100 kW","48302240","Kia","Sportage",126799,"4x2","Manual","1598","Diesel","4.4","117","Euro 6d-TEMP","7900","5/2021","1","Niemcy","Dealer","100",9,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Radio,Wyjœcie AUX,USB,Komputer pok³adowy,Radio samochodowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Regulowana kierownica,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,System doœwietlania zakrêtów,Tempomat",34
"44","Kia Sportage 2.0 CRDi AWD 136 kW","48293273","Kia","Sportage",100799,"4x4","Automat","1995","Diesel","6.3","166","Euro 6","90200","4/2016","2","Niemcy","Dealer","136",15,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Zap³on bezkluczykowy,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Dach panoramiczny,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,System doœwietlania zakrêtów,Demontowany hak holowniczy,Reflektory biksenonowe,Podgrzewana kierownica,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Regulowana kierownica,£opatki przy kierownicy,Tempomat",46
"45","Jeep Renegade 1.6 96 kW","48305756","Jeep","Renegade",119849,"4x2","Manual","1598","Diesel","5","138","Euro 6","16291","6/2021","U¿ywany","Francja","Dealer","96",18,"ABS,ESP,Alarm,System start-stop,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Przyciemniane szyby,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Regulowana kierownica",25
"46","MINI Cooper SD Clubman 140 kW","48295614","MINI","Cooper SD Clubman",121399,"4x2","Automat","1995","Diesel","4.5","119","Brak klasy emisji","51036","4/2018","2","Niemcy","Dealer","140",9,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Bluetooth,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Sportowe przednie siedzenia,Dzielone siedzenia tylne ,Klimatyzacja automatyczna",24
"47","Mercedes-Benz ML 350 BlueTEC 4Matic 190 kW","48262790","Mercedes-Benz","ML 350",162649,"4x4","Automat","2987","Diesel","6.8","179","Euro 6","68496","1/2012","2","Niemcy","Komis","190",16,"ABS,ESP,Asystent stabilnoœci (TSA),Alarm,System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Zmieniarka CD,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy,Oœwietlenie ambientowe,Skórzana kierownica,Kierownica wielofunkcyjna,Tempomat",25
"48","BMW 430 193 kW","48304405","BMW","430",134199,"4x4","Automat","2993","Diesel","5","149","Brak klasy emisji","136109","3/2019","U¿ywany","Francja","Dealer","193",15,"Wspomaganie kierownicy,Telefon alarmowy,Kamera parkowania",3
"49","Mercedes-Benz CLA 180 90 kW","48288243","Mercedes-Benz","CLA 180",112249,"4x2","Manual","1595","Benzyna","5","125","Euro 6","27045","5/2018","2","Niemcy","Dealer","90",25,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja manualna,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Zamek centralny,Tempomat",25
"50","Kia Optima 2.0 CVVL Vision 120 kW","48265834","Kia","Optima",105599,"4x2","Manual","1999","Benzyna","7.8","178","Euro 6c","28850","8/2019","2","Niemcy","Dealer","120",16,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),Wspomaganie kierownicy,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Tempomat",23
"51","Ford Kuga 1.5 EcoBoost 4x4 134 kW","48266057","Ford","Kuga",109099,"4x4","Automat","1498","Benzyna","7.5","173","Euro 6","66800","1/2018","01/2023","Niemcy","Dealer","134",14,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sportowe przednie siedzenia,Ogrzewanie postojowe,£opatki przy kierownicy,Tempomat,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Przyciemniane szyby,Reflektory biksenonowe",34
"52","BMW X2 140 kW","48275949","BMW","X2",141099,"4x4","Automat","1995","Diesel","4.8","126","Euro 6d-TEMP","42678","8/2018","1","Niemcy","Dealer","140",15,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Atermiczna szyba przednia,Zamek centralny,Zamek centralny na pilota,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Regulowana kierownica,Tempomat",29
"53","Mercedes-Benz CLA 220 130 kW","48273878","Mercedes-Benz","CLA 220",121599,"4x2","Automat","2143","Diesel","4","104","Euro 6","149200","9/2017","1","Niemcy","Komis","130",15,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Atermiczna szyba przednia,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,System doœwietlania zakrêtów,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Regulowana kierownica,Klimatyzacja automatyczna",29
"54","Land Rover Range Rover Evoque Coupe 2.0 Td4 180 4WD 132 kW","48297146","Land Rover","Range Rover Evoque",160499,"4x4","Automat","1999","Diesel","5","134","Euro 6","70000","4/2017","05/2022","Niemcy","Dealer","132",19,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Bluetooth,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Podgrzewana przednia szyba,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Reflektory biksenonowe,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Regulowana kierownica,Tempomat",35
"55","Mercedes-Benz C 250 155 kW","48258547","Mercedes-Benz","C 250",134149,"4x2","Automat","1991","Benzyna","5.3","131","Euro 6","85607","6/2015","2","Niemcy","Dealer","155",17,"ABS,ESP,Asystent stabilnoœci (TSA),System ochrony pieszych,System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna,Tempomat,Felgi aluminiowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy",30
"56","Mercedes-Benz GLA 250 4Matic 155 kW","48277712","Mercedes-Benz","GLA 250",171449,"4x4","Automat","1991","Benzyna","6.5","152","Euro 6","54000","11/2017","2","Niemcy","Dealer","155",17,"ABS,ESP,Asystent stabilnoœci (TSA),Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Sprzêg przyczepy,£opatki przy kierownicy,Tempomat,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzacja manualna",34
"57","BMW 525 d 170 kW","48279751","BMW","525",173249,"4x2","Automat","1995","Diesel","5","131","Brak klasy emisji","79669","2/2018","2","Niemcy","Dealer","170",15,"ABS,ESP,Alarm,System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujniki parkowania przód/ty³,Bluetooth,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Dach panoramiczny,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Klimatyzacja automatyczna",31
"58","Volkswagen Tiguan 2.0 TDI SCR DSG 110 kW","48259941","Volkswagen","Tiguan",132249,"4x2","Automat","1968","Diesel","4.8","125","Euro 6","136608","12/2017","1","Niemcy","Komis","110",30,"ABS,ESP,EDS,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzowana skrytka,Regulowana kierownica,£opatki przy kierownicy,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Demontowany hak holowniczy",42
"59","Mazda CX-5 194 Automatic AWD 143 kW","48302258","Mazda","CX-5",138799,"4x4","Automat","2488","Benzyna","7.4","169","Euro 6d-TEMP","29000","11/2018","1","Niemcy","Dealer","143",14,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Klimatyzacja automatyczna,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Demontowany hak holowniczy,Tempomat",38
"60","BMW 530 Sport Line 215 kW","48306592","BMW","530",168049,"4x2","Automat","1998","Hybryda","2.3","53","Euro 6d-TEMP","95799","1/2019","1","Niemcy","Dealer","215",6,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Tempomat,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek",28
"61","Skoda Karoq 2.0 TDI SCR 4x4 DSG 110 kW","48285004","Skoda","Karoq",192949,"4x4","Automat","1968","Diesel","4.9","129","Euro 6","24310","4/2021","U¿ywany","Niemcy","Dealer","110",29,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Zamek centralny,Czujnik wycieraczek,Przyciemniane szyby,System doœwietlania zakrêtów",35
"62","Mercedes-Benz E 350 228 kW","48300921","Mercedes-Benz","E 350",186499,"4x4","Automat","3498","Benzyna","6","174","Brak klasy emisji","1474","2/2018","U¿ywany","Francja","Dealer","228",13,"ABS,Alarm,Wspomaganie kierownicy,Immobiliser,Kamera parkowania,Wyjœcie AUX,Komputer pok³adowy,Tempomat,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Pod³okietnik z przodu,Kierownica wielofunkcyjna",15
"63","Volvo V90 Cross Country D5 AWD Pro 173 kW","48311863","Volvo","V90 Cross Country",162249,"4x4","Automat","1969","Diesel","5.3","139","Euro 6","91589","4/2017","U¿ywany","Francja","Dealer","173",10,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Regulowana kierownica,Felgi aluminiowe,Reflektory adaptacyjne,Œwiat³a do jazdy dziennej,Œwiat³a automatyczne,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Przyciemniane szyby",29
"64","BMW 430 Gran Coupé d xDrive M Sport 190 kW","48303551","BMW","430 Gran Coupé",191949,"4x4","Automat","2993","Diesel","5.9","155","Euro 6","28070","7/2018","2","Niemcy","Dealer","190",15,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Nawigacja,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzacja automatyczna,Tempomat",33
